article_title,question_id,question,answer_text,answer_start_offset,sentence_text
Montevideo,5725c61c38643c19005acc9c,What kind of company does ANTEL run?,telecommunications,157,"The most important state-owned companies headquartered in Montevideo are: AFE (railways), ANCAP (Energy), Administracion Nacional de Puertos (Ports), ANTEL (telecommunications), BHU (savings and loan), BROU (bank), BSE (insurance), OSE (water & sewage), UTE (electricity)."
Pub,56dfe0ba231d4119001abe5a,What was William Tillcar's profession?,Turner,676,"Any Person that hath occasion for the said Engines may apply themselves to the Patentee at his house near St Thomas Apostle London or to Mr. Nicholas Wall at the Workshoppe near Saddlers Wells at Islington or to Mr. William Tillcar, Turner, his agent at his house in Woodtree next door to the Sun Tavern London."""
Spectre_(2015_film),56cf5d43aab44d1400b89136,Spectre came in second in opening day gross in China behind what movie?,Mission: Impossible – Rogue Nation,187,"In China, it opened on 12 November and earned $15 million on its opening day, which is the second biggest 2D single day gross for a Hollywood film behind the $18.5 million opening day of Mission: Impossible – Rogue Nation and occupying 43% of all available screens which included $790,000 in advance night screenings."
Adolescence,570da8e2df2f5219002ed0d0,How is Moratorium defined?,process of exploration,2330,"The result is classification of the individual into a) identity diffusion in which all children begin, b) Identity Foreclosure in which commitments are made without the exploration of alternatives, c) Moratorium, or the process of exploration, or d) Identity Achievement in which Moratorium has occurred and resulted in commitments."
Phonology,56fc965c98e8fc14001ea7d9,The study of syllable structure is part of what discipline?,phonology,103,"In addition to the minimal units that can serve the purpose of differentiating meaning (the phonemes), phonology studies how sounds alternate, i.e. replace one another in different forms of the same morpheme (allomorphs), as well as, for example, syllable structure, stress, feature geometry, accent, and intonation."
Crucifixion_of_Jesus,57277c0add62a815002e9e52,Was Jesus in the tomb exactly 72 hours?,references to a resurrection on the third day do not require three literal nights,816,"Others have countered by saying that this ignores the Jewish idiom by which a ""day and night"" may refer to any part of a 24-hour period, that the expression in Matthew is idiomatic, not a statement that Jesus was 72 hours in the tomb, and that the many references to a resurrection on the third day do not require three literal nights."
United_States_dollar,5709bd0d200fba140036829f,How much value was one dollar meant to be equivalent to?,a Spanish milled dollar,510,"Section 9 of that act authorized the production of various coins, including ""DOLLARS OR UNITS—each to be of the value of a Spanish milled dollar as the same is now current, and to contain three hundred and seventy-one grains and four sixteenth parts of a grain of pure, or four hundred and sixteen grains of standard silver""."
"Tucson,_Arizona",573440114776f41900661b03,What is Tucson's Fox station?,KMSB-TV 11,347,"It is limited to the three counties of southeastern Arizona (Pima, Santa Cruz, and Cochise) The major television networks serving Tucson are: KVOA 4 (NBC), KGUN 9 (ABC), KMSB-TV 11 (Fox), KOLD-TV 13 (CBS), KTTU 18 (My Network TV) and KWBA 58 (The CW)."
"Tucson,_Arizona",573440114776f41900661b04,What is Tucson's CBS station?,KOLD-TV 13,365,"It is limited to the three counties of southeastern Arizona (Pima, Santa Cruz, and Cochise) The major television networks serving Tucson are: KVOA 4 (NBC), KGUN 9 (ABC), KMSB-TV 11 (Fox), KOLD-TV 13 (CBS), KTTU 18 (My Network TV) and KWBA 58 (The CW)."
Group_(mathematics),572812cd2ca10214002d9d49,What has to be compatible with the group operation?,constructions related to groups,305,"To understand groups beyond the level of mere symbolic manipulations as above, more structural concepts have to be employed.c[›] There is a conceptual principle underlying all of the following notions: to take advantage of the structure offered by groups (which sets, being ""structureless"", do not have), constructions related to groups have to be compatible with the group operation."
Royal_assent,572803c13acd2414000df23c,Which three modern monarchies allow their ruler to withhold royal assent?,"United Kingdom, Norway, and Liechtenstein",426,"In the vast majority of contemporary monarchies, this act is considered to be little more than a formality; even in those nations which still permit their ruler to withhold the royal assent (such as the United Kingdom, Norway, and Liechtenstein), the monarch almost never does so, save in a dire political emergency or upon the advice of their government."
Royal_assent,572a943b111d821400f38c06,What nations allow the withold of the royal assent?,"United Kingdom, Norway, and Liechtenstein",426,"In the vast majority of contemporary monarchies, this act is considered to be little more than a formality; even in those nations which still permit their ruler to withhold the royal assent (such as the United Kingdom, Norway, and Liechtenstein), the monarch almost never does so, save in a dire political emergency or upon the advice of their government."
Portugal,573422234776f4190066190f,Over what age are higher education applicants considered mature?,over 23 years old,467,"However, every higher education institution offers also a number of additional vacant places through other extraordinary admission processes for sportsmen, mature applicants (over 23 years old), international students, foreign students from the Lusosphere, degree owners from other institutions, students from other institutions (academic transfer), former students (readmission), and course change, which are subject to specific standards and regulations set by each institution or course department."
Somalis,56fad8e28f12f319006301f7,"According to a recent study, how many Dhulbahante men married women of a different Dhulbahante sub-clan?",55,259,"Thus, for example, a recent study observed that in 89 marriages contracted by men of the Dhulbahante clan, 55 (62%) were with women of Dhulbahante sub-clans other than those of their husbands; 30 (33.7%) were with women of surrounding clans of other clan families (Isaaq, 28; Hawiye, 3); and 3 (4.3%) were with women of other clans of the Darod clan family (Majerteen 2, Ogaden 1)."
Samurai,5728f3a54b864d190016511f,What debt should samurai not forget?,the great debt of kindness one owes to his master and ancestors,222,"""First of all, a samurai who dislikes battle and has not put his heart in the right place even though he has been born in the house of the warrior, should not be reckoned among one's retainers....It is forbidden to forget the great debt of kindness one owes to his master and ancestors and thereby make light of the virtues of loyalty and filial piety....It is forbidden that one should...attach little importance to his duties to his master...There is a primary need to distinguish loyalty from disloyalty and to establish rewards and punishments."""
San_Diego,57303032a23a5019007fcf2f,What is the exact setting for FM News & Talk?,95.7,408,"Stations include: KOGO AM 600, KFMB AM 760, KCEO AM 1000, KCBQ AM 1170, K-Praise, KLSD AM 1360 Air America, KFSD 1450 AM, KPBS-FM 89.5, Channel 933, Star 94.1, FM 94/9, FM News and Talk 95.7, Q96 96.1, KyXy 96.5, Free Radio San Diego (AKA Pirate Radio San Diego) 96.9FM FRSD, KSON 97.3/92.1, KXSN 98.1, Jack-FM 100.7, 101.5 KGB-FM, KLVJ 102.1, Rock 105.3, and another Pirate Radio station at 106.9FM, as well as a number of local Spanish-language radio stations."
Rajasthan,572ab10734ae481900deac31,What is is Kota known as within India?,coaching capital of India,433,"Kota is popularly referred to as, ""coaching capital of India""."
Airport,57309634069b5314008321b3,How long should it take for an aircraft to be off the airport and in the air?,90 minutes,1645,The aircraft should be off of the airport and in the air in 90 minutes.
